Timestamp,Bren Hall HVAC Elec Meter hvac elec power
2023-01-18T12:00:00-08:00 Los_Angeles,23.963666439056396kW
2023-01-18T13:00:00-08:00 Los_Angeles,23.985999584197998kW
2023-01-18T14:00:00-08:00 Los_Angeles,24.0306658744812kW
2023-01-18T15:00:00-08:00 Los_Angeles,23.851999759674072kW
2023-01-18T16:00:00-08:00 Los_Angeles,24.968667030334473kW
2023-01-18T17:00:00-08:00 Los_Angeles,25.203166484832764kW
2023-01-18T18:00:00-08:00 Los_Angeles,25.125000476837158kW
2023-01-18T19:00:00-08:00 Los_Angeles,24.723000526428223kW
2023-01-18T20:00:00-08:00 Los_Angeles,24.54433298110962kW
2023-01-18T21:00:00-08:00 Los_Angeles,24.153500080108643kW
2023-01-18T22:00:00-08:00 Los_Angeles,23.751500129699707kW
2023-01-18T23:00:00-08:00 Los_Angeles,23.974833011627197kW
2023-01-19T00:00:00-08:00 Los_Angeles,24.097665786743164kW
2023-01-19T01:00:00-08:00 Los_Angeles,23.896666049957275kW
2023-01-19T02:00:00-08:00 Los_Angeles,23.985999584197998kW
2023-01-19T03:00:00-08:00 Los_Angeles,24.05299949645996kW
2023-01-19T04:00:00-08:00 Los_Angeles,24.03066635131836kW
2023-01-19T05:00:00-08:00 Los_Angeles,23.952499389648438kW
2023-01-19T06:00:00-08:00 Los_Angeles,24.00833225250244kW
2023-01-19T07:00:00-08:00 Los_Angeles,22.400332927703857kW
2023-01-19T08:00:00-08:00 Los_Angeles,23.617499828338623kW
2023-01-19T09:00:00-08:00 Los_Angeles,23.651000499725342kW
2023-01-19T10:00:00-08:00 Los_Angeles,23.449999809265137kW
2023-01-19T11:00:00-08:00 Los_Angeles,23.673333644866943kW
2023-01-19T12:00:00-08:00 Los_Angeles,23.651000499725342kW
2023-01-19T13:00:00-08:00 Los_Angeles,23.74033260345459kW
2023-01-19T14:00:00-08:00 Los_Angeles,23.729166507720947kW
2023-01-19T15:00:00-08:00 Los_Angeles,23.684499740600586kW
2023-01-19T16:00:00-08:00 Los_Angeles,23.863166332244873kW
2023-01-19T17:00:00-08:00 Los_Angeles,23.941332817077637kW
2023-01-19T18:00:00-08:00 Los_Angeles,23.907833099365234kW
2023-01-19T19:00:00-08:00 Los_Angeles,23.0256667137146kW
2023-01-19T20:00:00-08:00 Los_Angeles,23.405333518981934kW
2023-01-19T21:00:00-08:00 Los_Angeles,23.650999546051025kW
2023-01-19T22:00:00-08:00 Los_Angeles,23.76266622543335kW
2023-01-19T23:00:00-08:00 Los_Angeles,23.918999671936035kW
2023-01-20T00:00:00-08:00 Los_Angeles,23.986000061035156kW
2023-01-20T01:00:00-08:00 Los_Angeles,23.896666526794434kW
2023-01-20T02:00:00-08:00 Los_Angeles,23.952500343322754kW
2023-01-20T03:00:00-08:00 Los_Angeles,23.874332904815674kW
2023-01-20T04:00:00-08:00 Los_Angeles,23.941332817077637kW
2023-01-20T05:00:00-08:00 Los_Angeles,23.919000148773193kW
2023-01-20T06:00:00-08:00 Los_Angeles,23.829666137695312kW
2023-01-20T07:00:00-08:00 Los_Angeles,23.371832847595215kW
2023-01-20T08:00:00-08:00 Los_Angeles,23.47233295440674kW
2023-01-20T09:00:00-08:00 Los_Angeles,23.617499828338623kW
2023-01-20T10:00:00-08:00 Los_Angeles,23.695666313171387kW
2023-01-20T11:00:00-08:00 Los_Angeles,23.851999759674072kW
2023-01-20T12:00:00-08:00 Los_Angeles,24.410333156585693kW
2023-01-20T13:00:00-08:00 Los_Angeles,24.26516628265381kW
2023-01-20T14:00:00-08:00 Los_Angeles,23.740333080291748kW
2023-01-20T15:00:00-08:00 Los_Angeles,23.740333080291748kW
2023-01-20T16:00:00-08:00 Los_Angeles,24.399166584014893kW
2023-01-20T17:00:00-08:00 Los_Angeles,23.58400011062622kW
2023-01-20T18:00:00-08:00 Los_Angeles,23.505833625793457kW
2023-01-20T19:00:00-08:00 Los_Angeles,23.282499313354492kW
2023-01-20T20:00:00-08:00 Los_Angeles,23.360666275024414kW
2023-01-20T21:00:00-08:00 Los_Angeles,23.56166648864746kW
2023-01-20T22:00:00-08:00 Los_Angeles,23.651000022888184kW
2023-01-20T23:00:00-08:00 Los_Angeles,23.80733299255371kW
2023-01-21T00:00:00-08:00 Los_Angeles,23.79616641998291kW
2023-01-21T01:00:00-08:00 Los_Angeles,23.818499088287354kW
2023-01-21T02:00:00-08:00 Los_Angeles,23.81849956512451kW
2023-01-21T03:00:00-08:00 Los_Angeles,23.84083318710327kW
2023-01-21T04:00:00-08:00 Los_Angeles,23.851999759674072kW
2023-01-21T05:00:00-08:00 Los_Angeles,23.75149965286255kW
2023-01-21T06:00:00-08:00 Los_Angeles,23.71799945831299kW
2023-01-21T07:00:00-08:00 Los_Angeles,22.768832683563232kW
2023-01-21T08:00:00-08:00 Los_Angeles,23.32716655731201kW
2023-01-21T09:00:00-08:00 Los_Angeles,23.639832973480225kW
2023-01-21T10:00:00-08:00 Los_Angeles,23.52816677093506kW
2023-01-21T11:00:00-08:00 Los_Angeles,23.71799945831299kW
2023-01-21T12:00:00-08:00 Los_Angeles,23.874332904815674kW
2023-01-21T13:00:00-08:00 Los_Angeles,23.863165855407715kW
2023-01-21T14:00:00-08:00 Los_Angeles,23.874332904815674kW
2023-01-21T15:00:00-08:00 Los_Angeles,23.863166332244873kW
2023-01-21T16:00:00-08:00 Los_Angeles,23.930166721343994kW
2023-01-21T17:00:00-08:00 Los_Angeles,23.874333381652832kW
2023-01-21T18:00:00-08:00 Los_Angeles,23.494666576385498kW
2023-01-21T19:00:00-08:00 Los_Angeles,22.59016704559326kW
2023-01-21T20:00:00-08:00 Los_Angeles,23.338332653045654kW
2023-01-21T21:00:00-08:00 Los_Angeles,23.47233295440674kW
2023-01-21T22:00:00-08:00 Los_Angeles,23.56166696548462kW
2023-01-21T23:00:00-08:00 Los_Angeles,23.751500129699707kW
2023-01-22T00:00:00-08:00 Los_Angeles,23.840832710266113kW
2023-01-22T01:00:00-08:00 Los_Angeles,23.785000324249268kW
2023-01-22T02:00:00-08:00 Los_Angeles,23.684500217437744kW
2023-01-22T03:00:00-08:00 Los_Angeles,23.75149917602539kW
2023-01-22T04:00:00-08:00 Los_Angeles,23.77383279800415kW
2023-01-22T05:00:00-08:00 Los_Angeles,23.729166984558105kW
2023-01-22T06:00:00-08:00 Los_Angeles,23.75149965286255kW
2023-01-22T07:00:00-08:00 Los_Angeles,22.74649953842163kW
2023-01-22T08:00:00-08:00 Los_Angeles,23.382999897003174kW
2023-01-22T09:00:00-08:00 Los_Angeles,23.706832885742188kW
2023-01-22T10:00:00-08:00 Los_Angeles,23.78499984741211kW
2023-01-22T11:00:00-08:00 Los_Angeles,23.918999195098877kW
2023-01-22T12:00:00-08:00 Los_Angeles,24.131166458129883kW
2023-01-22T13:00:00-08:00 Los_Angeles,24.30983257293701kW
2023-01-22T14:00:00-08:00 Los_Angeles,24.27633285522461kW
2023-01-22T15:00:00-08:00 Los_Angeles,24.32099962234497kW
2023-01-22T16:00:00-08:00 Los_Angeles,24.454999446868896kW
2023-01-22T17:00:00-08:00 Los_Angeles,24.365666389465332kW
2023-01-22T18:00:00-08:00 Los_Angeles,24.153499126434326kW
2023-01-22T19:00:00-08:00 Los_Angeles,23.427666664123535kW
2023-01-22T20:00:00-08:00 Los_Angeles,23.651000022888184kW
2023-01-22T21:00:00-08:00 Los_Angeles,23.77383327484131kW
2023-01-22T22:00:00-08:00 Los_Angeles,23.896666526794434kW
2023-01-22T23:00:00-08:00 Los_Angeles,24.119999885559082kW
2023-01-23T00:00:00-08:00 Los_Angeles,24.01949977874756kW
2023-01-23T01:00:00-08:00 Los_Angeles,23.84083318710327kW
2023-01-23T02:00:00-08:00 Los_Angeles,23.851999759674072kW
2023-01-23T03:00:00-08:00 Los_Angeles,23.78499984741211kW
2023-01-23T04:00:00-08:00 Los_Angeles,23.673333168029785kW
2023-01-23T05:00:00-08:00 Los_Angeles,23.595166206359863kW
2023-01-23T06:00:00-08:00 Los_Angeles,23.449999809265137kW
2023-01-23T07:00:00-08:00 Los_Angeles,22.813499450683594kW
2023-01-23T08:00:00-08:00 Los_Angeles,23.57283306121826kW
2023-01-23T09:00:00-08:00 Los_Angeles,23.57283306121826kW
2023-01-23T10:00:00-08:00 Los_Angeles,23.684499740600586kW
2023-01-23T11:00:00-08:00 Los_Angeles,23.77383327484131kW
2023-01-23T12:00:00-08:00 Los_Angeles,23.896666049957275kW
2023-01-23T13:00:00-08:00 Los_Angeles,23.930166244506836kW
2023-01-23T14:00:00-08:00 Los_Angeles,23.863166332244873kW
2023-01-23T15:00:00-08:00 Los_Angeles,24.01949977874756kW
2023-01-23T16:00:00-08:00 Los_Angeles,24.0083327293396kW
2023-01-23T17:00:00-08:00 Los_Angeles,23.695666790008545kW
2023-01-23T18:00:00-08:00 Los_Angeles,23.930166721343994kW
2023-01-23T19:00:00-08:00 Los_Angeles,24.466166973114014kW
2023-01-23T20:00:00-08:00 Los_Angeles,24.667166233062744kW
2023-01-23T21:00:00-08:00 Los_Angeles,24.36566686630249kW
2023-01-23T22:00:00-08:00 Los_Angeles,24.142332553863525kW
2023-01-23T23:00:00-08:00 Los_Angeles,24.119999408721924kW
2023-01-24T00:00:00-08:00 Los_Angeles,24.015777587890625kW
2023-01-24T01:00:00-08:00 Los_Angeles,24.131165981292725kW
2023-01-24T02:00:00-08:00 Los_Angeles,24.175832748413086kW
2023-01-24T03:00:00-08:00 Los_Angeles,24.186999320983887kW
2023-01-24T04:00:00-08:00 Los_Angeles,24.108832836151123kW
2023-01-24T05:00:00-08:00 Los_Angeles,24.0306658744812kW
2023-01-24T06:00:00-08:00 Los_Angeles,24.175832748413086kW
2023-01-24T07:00:00-08:00 Los_Angeles,23.639832973480225kW
2023-01-24T08:00:00-08:00 Los_Angeles,23.394165992736816kW
2023-01-24T09:00:00-08:00 Los_Angeles,23.52816677093506kW
2023-01-24T10:00:00-08:00 Los_Angeles,23.461166381835938kW
2023-01-24T11:00:00-08:00 Los_Angeles,23.941332817077637kW
2023-01-24T12:00:00-08:00 Los_Angeles,24.164666175842285kW
2023-01-24T13:00:00-08:00 Los_Angeles,24.33216619491577kW
2023-01-24T14:00:00-08:00 Los_Angeles,24.421499729156494kW
2023-01-24T15:00:00-08:00 Los_Angeles,24.56666660308838kW
2023-01-24T16:00:00-08:00 Los_Angeles,25.582833290100098kW
2023-01-24T17:00:00-08:00 Los_Angeles,25.266443252563477kW
2023-01-24T18:00:00-08:00 Los_Angeles,24.209333419799805kW
2023-01-24T19:00:00-08:00 Los_Angeles,22.768832683563232kW
2023-01-24T20:00:00-08:00 Los_Angeles,23.427666664123535kW
2023-01-24T21:00:00-08:00 Los_Angeles,23.695666790008545kW
2023-01-24T22:00:00-08:00 Los_Angeles,23.941333293914795kW
2023-01-24T23:00:00-08:00 Los_Angeles,24.175833225250244kW
2023-01-25T00:00:00-08:00 Los_Angeles,24.153499603271484kW
2023-01-25T01:00:00-08:00 Los_Angeles,24.220499992370605kW
2023-01-25T02:00:00-08:00 Los_Angeles,24.231666088104248kW
2023-01-25T03:00:00-08:00 Los_Angeles,24.34333324432373kW
2023-01-25T04:00:00-08:00 Los_Angeles,24.32100009918213kW
2023-01-25T05:00:00-08:00 Los_Angeles,24.27633285522461kW
2023-01-25T06:00:00-08:00 Los_Angeles,24.198166370391846kW
2023-01-25T07:00:00-08:00 Los_Angeles,23.59516668319702kW
2023-01-25T08:00:00-08:00 Los_Angeles,23.57283306121826kW
2023-01-25T09:00:00-08:00 Los_Angeles,23.706833362579346kW
2023-01-25T10:00:00-08:00 Los_Angeles,23.717999935150146kW
2023-01-25T11:00:00-08:00 Los_Angeles,23.918999671936035kW
2023-01-25T12:00:00-08:00 Los_Angeles,24.186999797821045kW
2023-01-25T13:00:00-08:00 Los_Angeles,24.131166458129883kW
2023-01-25T14:00:00-08:00 Los_Angeles,24.175832748413086kW
2023-01-25T15:00:00-08:00 Los_Angeles,24.990999221801758kW
2023-01-25T16:00:00-08:00 Los_Angeles,26.598999500274658kW
2023-01-25T17:00:00-08:00 Los_Angeles,26.42033290863037kW
2023-01-25T18:00:00-08:00 Los_Angeles,26.219333171844482kW
2023-01-25T19:00:00-08:00 Los_Angeles,25.125kW
2023-01-25T20:00:00-08:00 Los_Angeles,24.789999961853027kW
2023-01-25T21:00:00-08:00 Los_Angeles,24.198166847229004kW
2023-01-25T22:00:00-08:00 Los_Angeles,23.729166507720947kW
2023-01-25T23:00:00-08:00 Los_Angeles,23.896666049957275kW
2023-01-26T00:00:00-08:00 Los_Angeles,23.874332904815674kW
2023-01-26T01:00:00-08:00 Los_Angeles,23.662166595458984kW
2023-01-26T02:00:00-08:00 Los_Angeles,23.595165729522705kW
2023-01-26T03:00:00-08:00 Los_Angeles,23.583999633789062kW
2023-01-26T04:00:00-08:00 Los_Angeles,23.47233295440674kW
2023-01-26T05:00:00-08:00 Los_Angeles,23.438832759857178kW
2023-01-26T06:00:00-08:00 Los_Angeles,23.349499702453613kW
2023-01-26T07:00:00-08:00 Los_Angeles,22.333333015441895kW
2023-01-26T08:00:00-08:00 Los_Angeles,23.46116590499878kW
2023-01-26T09:00:00-08:00 Los_Angeles,23.740333080291748kW
2023-01-26T10:00:00-08:00 Los_Angeles,24.231666088104248kW
2023-01-26T11:00:00-08:00 Los_Angeles,24.365666389465332kW
2023-01-26T12:00:00-08:00 Los_Angeles,24.83466625213623kW
2023-01-26T13:00:00-08:00 Los_Angeles,24.365666389465332kW
2023-01-26T14:00:00-08:00 Los_Angeles,24.175832748413086kW
2023-01-26T15:00:00-08:00 Los_Angeles,24.935166835784912kW
2023-01-26T16:00:00-08:00 Los_Angeles,25.270166873931885kW
2023-01-26T17:00:00-08:00 Los_Angeles,24.991000175476074kW
2023-01-26T18:00:00-08:00 Los_Angeles,23.97483253479004kW
2023-01-26T19:00:00-08:00 Los_Angeles,23.58400011062622kW
2023-01-26T20:00:00-08:00 Los_Angeles,24.175832748413086kW
2023-01-26T21:00:00-08:00 Los_Angeles,24.343332767486572kW
2023-01-26T22:00:00-08:00 Los_Angeles,24.33216619491577kW
2023-01-26T23:00:00-08:00 Los_Angeles,24.153499126434326kW
2023-01-27T00:00:00-08:00 Los_Angeles,24.075332641601562kW
2023-01-27T01:00:00-08:00 Los_Angeles,24.097665786743164kW
2023-01-27T02:00:00-08:00 Los_Angeles,24.01949977874756kW
2023-01-27T03:00:00-08:00 Los_Angeles,24.05299949645996kW
2023-01-27T04:00:00-08:00 Los_Angeles,24.019500255584717kW
2023-01-27T05:00:00-08:00 Los_Angeles,23.874332904815674kW
2023-01-27T06:00:00-08:00 Los_Angeles,23.851999282836914kW
2023-01-27T07:00:00-08:00 Los_Angeles,24.05299997329712kW
2023-01-27T08:00:00-08:00 Los_Angeles,23.55049991607666kW
2023-01-27T09:00:00-08:00 Los_Angeles,23.729166984558105kW
2023-01-27T10:00:00-08:00 Los_Angeles,23.963666439056396kW
2023-01-27T11:00:00-08:00 Los_Angeles,24.756499767303467kW
2023-01-27T12:00:00-08:00 Los_Angeles,25.046833515167236kW
2023-01-27T13:00:00-08:00 Los_Angeles,25.1138334274292kW
2023-01-27T14:00:00-08:00 Los_Angeles,24.83466672897339kW
2023-01-27T15:00:00-08:00 Los_Angeles,25.046833038330078kW
2023-01-27T16:00:00-08:00 Los_Angeles,25.973666667938232kW
2023-01-27T17:00:00-08:00 Los_Angeles,25.32599973678589kW
2023-01-27T18:00:00-08:00 Los_Angeles,24.51083278656006kW
2023-01-27T19:00:00-08:00 Los_Angeles,22.98099946975708kW
2023-01-27T20:00:00-08:00 Los_Angeles,23.53933334350586kW
2023-01-27T21:00:00-08:00 Los_Angeles,23.941333293914795kW
2023-01-27T22:00:00-08:00 Los_Angeles,23.930166244506836kW
2023-01-27T23:00:00-08:00 Los_Angeles,23.918999195098877kW
2023-01-28T00:00:00-08:00 Los_Angeles,23.941332817077637kW
2023-01-28T01:00:00-08:00 Los_Angeles,23.874333381652832kW
2023-01-28T02:00:00-08:00 Los_Angeles,23.997166633605957kW
2023-01-28T03:00:00-08:00 Los_Angeles,24.03066635131836kW
2023-01-28T04:00:00-08:00 Los_Angeles,24.108832836151123kW
2023-01-28T05:00:00-08:00 Los_Angeles,24.186999797821045kW
2023-01-28T06:00:00-08:00 Los_Angeles,24.175832748413086kW
2023-01-28T07:00:00-08:00 Los_Angeles,21.618666648864746kW
2023-01-28T08:00:00-08:00 Los_Angeles,23.371832847595215kW
2023-01-28T09:00:00-08:00 Los_Angeles,23.78499984741211kW
2023-01-28T10:00:00-08:00 Los_Angeles,23.907833576202393kW
2023-01-28T11:00:00-08:00 Los_Angeles,23.907833099365234kW
2023-01-28T12:00:00-08:00 Los_Angeles,24.198166370391846kW
2023-01-28T13:00:00-08:00 Los_Angeles,24.23166561126709kW
2023-01-28T14:00:00-08:00 Los_Angeles,24.38800048828125kW
2023-01-28T15:00:00-08:00 Los_Angeles,24.488499641418457kW
2023-01-28T16:00:00-08:00 Los_Angeles,24.298665523529053kW
2023-01-28T17:00:00-08:00 Los_Angeles,24.510833263397217kW
2023-01-28T18:00:00-08:00 Los_Angeles,24.25399923324585kW
2023-01-28T19:00:00-08:00 Los_Angeles,22.154666900634766kW
2023-01-28T20:00:00-08:00 Los_Angeles,23.673333168029785kW
2023-01-28T21:00:00-08:00 Los_Angeles,23.762666702270508kW
2023-01-28T22:00:00-08:00 Los_Angeles,24.008333206176758kW
2023-01-28T23:00:00-08:00 Los_Angeles,24.05299949645996kW
2023-01-29T00:00:00-08:00 Los_Angeles,24.030666828155518kW
2023-01-29T01:00:00-08:00 Los_Angeles,24.030666828155518kW
2023-01-29T02:00:00-08:00 Los_Angeles,24.0083327293396kW
2023-01-29T03:00:00-08:00 Los_Angeles,24.052999019622803kW
2023-01-29T04:00:00-08:00 Los_Angeles,24.119999408721924kW
2023-01-29T05:00:00-08:00 Los_Angeles,24.242833137512207kW
2023-01-29T06:00:00-08:00 Los_Angeles,24.209332942962646kW
2023-01-29T07:00:00-08:00 Los_Angeles,23.78499984741211kW
2023-01-29T08:00:00-08:00 Los_Angeles,23.651000022888184kW
2023-01-29T09:00:00-08:00 Los_Angeles,23.606333255767822kW
2023-01-29T10:00:00-08:00 Los_Angeles,23.651000022888184kW
2023-01-29T11:00:00-08:00 Los_Angeles,23.695666790008545kW
2023-01-29T12:00:00-08:00 Los_Angeles,23.941332817077637kW
2023-01-29T13:00:00-08:00 Los_Angeles,23.885499477386475kW
2023-01-29T14:00:00-08:00 Los_Angeles,23.963666915893555kW
2023-01-29T15:00:00-08:00 Los_Angeles,23.896666526794434kW
2023-01-29T16:00:00-08:00 Los_Angeles,23.885499477386475kW
2023-01-29T17:00:00-08:00 Los_Angeles,23.941333293914795kW
2023-01-29T18:00:00-08:00 Los_Angeles,23.81849956512451kW
2023-01-29T19:00:00-08:00 Los_Angeles,23.81850004196167kW
2023-01-29T20:00:00-08:00 Los_Angeles,23.662166118621826kW
2023-01-29T21:00:00-08:00 Los_Angeles,23.762666702270508kW
2023-01-29T22:00:00-08:00 Los_Angeles,23.96366596221924kW
2023-01-29T23:00:00-08:00 Los_Angeles,23.941333293914795kW
2023-01-30T00:00:00-08:00 Los_Angeles,24.097665786743164kW
2023-01-30T01:00:00-08:00 Los_Angeles,24.01949977874756kW
2023-01-30T02:00:00-08:00 Los_Angeles,24.04183292388916kW
2023-01-30T03:00:00-08:00 Los_Angeles,24.108832836151123kW
2023-01-30T04:00:00-08:00 Los_Angeles,24.08649969100952kW
2023-01-30T05:00:00-08:00 Los_Angeles,24.231666564941406kW
2023-01-30T06:00:00-08:00 Los_Angeles,23.985999584197998kW
2023-01-30T07:00:00-08:00 Los_Angeles,24.175833225250244kW
2023-01-30T08:00:00-08:00 Los_Angeles,23.24899959564209kW
2023-01-30T09:00:00-08:00 Los_Angeles,23.706833362579346kW
2023-01-30T10:00:00-08:00 Los_Angeles,23.695666790008545kW
2023-01-30T11:00:00-08:00 Los_Angeles,23.919000148773193kW
2023-01-30T12:00:00-08:00 Los_Angeles,23.930166244506836kW
2023-01-30T13:00:00-08:00 Los_Angeles,23.729166507720947kW
2023-01-30T14:00:00-08:00 Los_Angeles,23.919000148773193kW
2023-01-30T15:00:00-08:00 Los_Angeles,23.78499984741211kW
2023-01-30T16:00:00-08:00 Los_Angeles,23.81850004196167kW
2023-01-30T17:00:00-08:00 Los_Angeles,23.84083318710327kW
2023-01-30T18:00:00-08:00 Los_Angeles,23.82966661453247kW
2023-01-30T19:00:00-08:00 Los_Angeles,23.00333261489868kW
2023-01-30T20:00:00-08:00 Los_Angeles,23.77383327484131kW
2023-01-30T21:00:00-08:00 Los_Angeles,23.729166507720947kW
2023-01-30T22:00:00-08:00 Los_Angeles,23.997166633605957kW
2023-01-30T23:00:00-08:00 Los_Angeles,23.963666915893555kW
2023-01-31T00:00:00-08:00 Los_Angeles,23.952499389648438kW
2023-01-31T01:00:00-08:00 Los_Angeles,24.086499214172363kW
2023-01-31T02:00:00-08:00 Los_Angeles,24.164665699005127kW
2023-01-31T03:00:00-08:00 Los_Angeles,24.05299949645996kW
2023-01-31T04:00:00-08:00 Los_Angeles,24.153499603271484kW
2023-01-31T05:00:00-08:00 Los_Angeles,24.0083327293396kW
2023-01-31T06:00:00-08:00 Los_Angeles,23.695666313171387kW
2023-01-31T07:00:00-08:00 Los_Angeles,23.04800033569336kW
2023-01-31T08:00:00-08:00 Los_Angeles,23.349499702453613kW
2023-01-31T09:00:00-08:00 Los_Angeles,23.382999897003174kW
2023-01-31T10:00:00-08:00 Los_Angeles,23.28249979019165kW
2023-01-31T11:00:00-08:00 Los_Angeles,23.449999809265137kW
2023-01-31T12:00:00-08:00 Los_Angeles,24.108832836151123kW
2023-01-31T13:00:00-08:00 Los_Angeles,24.26516628265381kW
2023-01-31T14:00:00-08:00 Los_Angeles,23.740333080291748kW
2023-01-31T15:00:00-08:00 Los_Angeles,23.617499828338623kW
2023-01-31T16:00:00-08:00 Los_Angeles,24.29866647720337kW
2023-01-31T17:00:00-08:00 Los_Angeles,23.706833362579346kW
2023-01-31T18:00:00-08:00 Los_Angeles,23.08150005340576kW
2023-01-31T19:00:00-08:00 Los_Angeles,21.71916627883911kW
2023-01-31T20:00:00-08:00 Los_Angeles,23.427666664123535kW
2023-01-31T21:00:00-08:00 Los_Angeles,23.53933334350586kW
2023-01-31T22:00:00-08:00 Los_Angeles,23.5281662940979kW
2023-01-31T23:00:00-08:00 Los_Angeles,23.651000022888184kW
2023-02-01T00:00:00-08:00 Los_Angeles,23.684500217437744kW
2023-02-01T01:00:00-08:00 Los_Angeles,23.78499984741211kW
2023-02-01T02:00:00-08:00 Los_Angeles,23.740333080291748kW
2023-02-01T03:00:00-08:00 Los_Angeles,23.684499740600586kW
2023-02-01T04:00:00-08:00 Los_Angeles,23.76266622543335kW
2023-02-01T05:00:00-08:00 Los_Angeles,23.550499439239502kW
2023-02-01T06:00:00-08:00 Los_Angeles,23.57283306121826kW
2023-02-01T07:00:00-08:00 Los_Angeles,23.204333305358887kW
2023-02-01T08:00:00-08:00 Los_Angeles,23.382999420166016kW
2023-02-01T09:00:00-08:00 Los_Angeles,23.494667053222656kW
2023-02-01T10:00:00-08:00 Los_Angeles,23.729166507720947kW
2023-02-01T11:00:00-08:00 Los_Angeles,24.187000274658203kW
2023-02-01T12:00:00-08:00 Los_Angeles,24.756499767303467kW
2023-02-01T13:00:00-08:00 Los_Angeles,24.53316640853882kW
2023-02-01T14:00:00-08:00 Los_Angeles,24.55549907684326kW
2023-02-01T15:00:00-08:00 Los_Angeles,24.968666553497314kW
2023-02-01T16:00:00-08:00 Los_Angeles,26.0964994430542kW
2023-02-01T17:00:00-08:00 Los_Angeles,25.90666627883911kW
2023-02-01T18:00:00-08:00 Los_Angeles,25.359500408172607kW
2023-02-01T19:00:00-08:00 Los_Angeles,25.303667068481445kW
2023-02-01T20:00:00-08:00 Los_Angeles,24.276333332061768kW
2023-02-01T21:00:00-08:00 Los_Angeles,23.941333770751953kW
2023-02-01T22:00:00-08:00 Los_Angeles,23.80733299255371kW
2023-02-01T23:00:00-08:00 Los_Angeles,23.851999282836914kW
2023-02-02T00:00:00-08:00 Los_Angeles,23.851999282836914kW
2023-02-02T01:00:00-08:00 Los_Angeles,23.952499866485596kW
2023-02-02T02:00:00-08:00 Los_Angeles,23.974833011627197kW
2023-02-02T03:00:00-08:00 Los_Angeles,23.963666439056396kW
2023-02-02T04:00:00-08:00 Los_Angeles,23.98599910736084kW
2023-02-02T05:00:00-08:00 Los_Angeles,24.06416606903076kW
2023-02-02T06:00:00-08:00 Los_Angeles,23.94133234024048kW
2023-02-02T07:00:00-08:00 Los_Angeles,23.449999809265137kW
2023-02-02T08:00:00-08:00 Los_Angeles,23.193166732788086kW
2023-02-02T09:00:00-08:00 Los_Angeles,23.405333518981934kW
2023-02-02T10:00:00-08:00 Los_Angeles,23.628666877746582kW
2023-02-02T11:00:00-08:00 Los_Angeles,23.673332691192627kW
2023-02-02T12:00:00-08:00 Los_Angeles,24.655999183654785kW
2023-02-02T13:00:00-08:00 Los_Angeles,24.856999397277832kW
2023-02-02T14:00:00-08:00 Los_Angeles,24.53316640853882kW
2023-02-02T15:00:00-08:00 Los_Angeles,24.633666038513184kW
2023-02-02T16:00:00-08:00 Los_Angeles,24.856998920440674kW
2023-02-02T17:00:00-08:00 Los_Angeles,24.33216667175293kW
2023-02-02T18:00:00-08:00 Los_Angeles,23.77383279800415kW
2023-02-02T19:00:00-08:00 Los_Angeles,22.55666732788086kW
2023-02-02T20:00:00-08:00 Los_Angeles,23.48349952697754kW
2023-02-02T21:00:00-08:00 Los_Angeles,23.59516668319702kW
2023-02-02T22:00:00-08:00 Los_Angeles,23.717999935150146kW
2023-02-02T23:00:00-08:00 Los_Angeles,23.762666702270508kW
2023-02-03T00:00:00-08:00 Los_Angeles,23.79616641998291kW
2023-02-03T01:00:00-08:00 Los_Angeles,23.874332904815674kW
2023-02-03T02:00:00-08:00 Los_Angeles,23.82966661453247kW
2023-02-03T03:00:00-08:00 Los_Angeles,23.762666702270508kW
2023-02-03T04:00:00-08:00 Los_Angeles,23.78499937057495kW
2023-02-03T05:00:00-08:00 Los_Angeles,23.81850004196167kW
2023-02-03T06:00:00-08:00 Los_Angeles,23.76266622543335kW
2023-02-03T07:00:00-08:00 Los_Angeles,22.75766611099243kW
2023-02-03T08:00:00-08:00 Los_Angeles,23.427666664123535kW
2023-02-03T09:00:00-08:00 Los_Angeles,23.59516716003418kW
2023-02-03T10:00:00-08:00 Los_Angeles,23.662166595458984kW
2023-02-03T11:00:00-08:00 Los_Angeles,24.26516628265381kW
2023-02-03T12:00:00-08:00 Los_Angeles,24.644833087921143kW
2023-02-03T13:00:00-08:00 Los_Angeles,24.711833000183105kW
2023-02-03T14:00:00-08:00 Los_Angeles,25.180833339691162kW
